state_county,Population,Race_White,Race_Black,Race_Asian,Race_Native,Race_Hispanic,Race_Multi,Alone_65,Under18,Over65,UnderHS,Ed_HSDiploma,Ed_SomeCollege,Ed_Assoc,Ed_Degree
"TX, Tyler",21672,80.78,10.96,0.23,0.48,6.86,1.22,5.19,203463454.0,193083650.0,183032610.0,437690746.0,217647562.0,43116227.0,136440844.0
"TX, Upshur",41753,77.26,8.11,0.35,0.49,6.26,2.03,3.98,1800145105.0,1146402518.0,1030123753.0,2506186665.0,1862381292.0,636134930.0,1244028130.0
"TX, Upton",3657,44.05,1.34,0.0,0.77,44.95,1.89,4.79,1333342.0,718161.99,1195619.99,2014056.0,1012366.99,196600.0,470766.01
"TX, Uvalde",26741,28.67,0.41,0.43,0.23,68.43,2.93,4.36,552829261.0,282027968.0,462514475.0,561124052.0,393866585.0,152526920.0,342237736.0
"TX, Val Verde",49025,17.44,1.15,0.42,0.18,79.96,2.06,3.14,3511200896.0,1458654062.0,3743854916.0,2880055006.0,2310196741.0,682099532.0,2166710861.0
"TX, Van Zandt",56590,79.67,2.48,0.3,0.66,8.57,1.71,3.95,4360425875.0,3256549078.0,2791236106.0,6205985358.0,4704046580.0,1566948239.0,2854324335.0
"TX, Victoria",92084,45.14,5.64,0.93,0.22,41.39,2.28,3.69,20847607648.0,10494183625.0,12654750517.0,24087610814.0,18428417317.0,7317776433.0,15593732928.0
"TX, Walker",72971,54.37,20.69,0.85,0.25,15.61,1.91,2.88,6481306111.0,3998367136.0,5427534819.0,15488149478.0,7776822300.0,2073996356.0,8089385551.0
"TX, Waller",55246,34.86,19.07,0.39,0.26,22.69,1.72,2.08,4158208969.0,1714986662.0,2951095471.0,5484965967.0,3982406805.0,883283545.0,3559993127.0
"TX, Ward",11998,41.02,3.95,0.26,0.4,42.29,2.91,3.07,47316993.0,25522746.0,36909327.0,62604724.0,42796986.0,8881879.0,21520813.0
"TX, Washington",35882,62.41,16.33,1.2,0.17,12.93,1.48,5.17,1021001857.0,849118107.0,612343553.0,1434295039.0,1013534095.0,323810650.0,1236017207.0
"TX, Webb",276652,3.02,0.18,0.48,0.03,86.63,1.33,1.75,745747029227.0,164943444180.0,686844670127.0,535800225193.0,348408676130.0,145449639608.0,400881985798.0
"TX, Wharton",41556,47.36,13.64,0.37,0.15,37.17,1.81,4.83,1924631233.0,1046329382.0,1559391809.0,1976092937.0,1731736592.0,616676495.0,1292412794.0
"TX, Wheeler",5056,76.09,2.22,0.45,0.4,26.58,2.43,5.44,3274620.0,2377382.0,2553735.01,3883059.0,3233716.0,1076220.0,2175445.0
"TX, Wichita",132230,68.06,10.07,1.96,0.82,16.53,2.89,4.51,53454448239.0,30194454718.0,30991760626.0,73336383107.0,54966880434.0,18551344047.0,53356533246.0
"TX, Wilbarger",12769,67.23,8.22,0.76,0.9,27.47,2.69,6.5,53332793.0,32413851.0,47512044.0,70811511.0,43321642.0,14902572.0,31647456.0
"TX, Willacy",21358,10.46,1.82,0.63,0.1,90.35,1.91,2.25,261108385.0,113904136.0,333866547.0,347414568.0,160113664.0,46620029.0,86306183.0
"TX, Williamson",590551,45.63,4.19,3.4,0.23,16.6,2.28,2.29,5917075079131.0,1835055293549.0,1393606934832.0,4224135606173.0,4686160249918.0,1782498599036.0,8509128172029.0
"TX, Wilson",51070,49.32,1.26,0.28,0.24,32.14,1.8,2.17,3517866045.0,1679645316.0,1656172012.0,4806811051.0,2981631045.0,977793370.0,2897388016.0
"TX, Winkler",8010,37.75,1.61,0.2,0.36,47.74,2.72,3.15,15244472.0,6069578.0,15834729.0,15558784.0,12626724.0,3143844.99,4234567.0
"TX, Wise",69984,67.33,0.82,0.33,0.49,14.45,1.77,2.95,8929106695.0,4219420740.0,5037346143.0,11921637931.0,8442759185.0,2703563801.0,6171177923.0
"TX, Wood",45539,78.24,4.28,0.34,0.43,7.8,1.3,5.49,1919094975.0,2283461622.0,1442328057.0,3151347071.0,2604486070.0,674607460.0,1571111439.0
"TX, Yoakum",8713,35.46,0.63,0.3,0.34,53.05,2.41,2.27,20998504.01,7515747.0,24149038.0,17308897.0,11334306.0,4957348.0,8403950.01
"TX, Young",18010,83.06,1.22,0.31,0.46,16.91,1.99,4.61,140447923.0,107784807.0,99416281.0,196756909.0,146675601.0,28803213.0,112488119.0
"TX, Zapata",14179,6.07,0.08,0.2,0.11,92.28,0.55,3.52,97727481.0,29694229.0,108563782.0,87795943.0,44410613.0,11198149.0,33071809.0
"TX, Zavala",11840,5.46,0.3,0.03,0.08,92.58,1.39,2.99,52022829.0,20018480.0,55008877.0,54223766.0,29116573.0,9616685.0,18013850.0
"US, United States",328239523,59.96,11.48,4.41,0.68,15.38,2.74,4.04,8.498189032538251e+20,4.611584936899628e+20,4.243407020753309e+20,9.53326484062712e+20,7.220500978836874e+20,2.999498629650709e+20,1.1368243632238142e+21
"UT, Beaver",6710,84.95,0.21,1.04,0.75,10.67,1.39,4.56,10224966.01,3791016.01,3345270.0,9846791.0,7289408.0,3363320.0,6366381.0
"UT, Box Elder",56046,78.7,0.25,0.77,0.59,7.41,1.99,2.69,5980443355.0,1959451669.0,1220966594.0,5462152926.0,4979985825.0,1727948621.0,4213543885.0
"UT, Cache",128289,75.05,0.46,1.63,0.41,8.74,1.67,1.89,66804941887.0,16300070637.0,14479807523.0,42730080615.0,56138468442.0,16882686151.0,80907859420.0
"UT, Carbon",20463,88.0,0.41,0.6,0.91,12.99,2.47,4.52,229047679.0,116198736.0,72315423.0,232313779.0,267613068.0,137931056.0,146640723.0
"UT, Daggett",950,105.26,0.42,0.42,0.74,3.47,1.16,0.42,19674.0,16245.05,5149.05,34294.95,29602.0,5149.05,11552.0
"UT, Davis",355481,74.0,0.97,1.48,0.31,7.24,2.32,1.68,1543936209310.0,366109721934.0,195742082724.0,950442173469.0,1176183717250.0,473635184682.0,1696094401836.0
"UT, Duchesne",19938,81.31,0.16,0.23,3.87,5.6,2.7,2.17,268765835.0,84473717.0,88965749.0,291106763.0,229132680.0,67300719.0,116156395.0
"UT, Emery",10012,100.96,0.25,0.38,0.67,6.53,0.95,4.52,31896430.0,12499982.0,6234973.0,30332656.0,32147030.0,15326670.0,16309047.0
"UT, Garfield",5051,93.84,0.26,1.21,1.48,4.63,0.87,3.98,3436549.0,2071617.01,946507.01,4661164.01,2594647.99,1349627.0,3334519.01
"UT, Grand",9754,79.55,0.28,0.79,3.6,9.03,1.89,5.34,21311515.0,12587049.0,6203154.0,26411003.0,23671007.0,9932693.0,26572724.99
"UT, Iron",54839,73.35,0.37,0.61,1.65,6.5,1.97,2.59,4982220215.0,1619439541.0,1164432681.0,3889662270.0,5097400212.0,1421859011.0,4918464942.0
"UT, Juab",12017,80.14,0.17,0.18,0.62,3.15,1.25,2.79,64983730.0,17661145.0,15480540.0,66918828.0,45777440.0,17675565.0,27683082.0
"UT, Kane",7886,84.19,0.19,0.39,1.31,3.34,1.2,4.96,11902971.0,9552233.0,3681579.0,10690262.0,15391737.0,4620644.0,14651715.0
"UT, Millard",13188,80.29,0.08,0.58,0.76,12.15,1.46,3.67,74491363.0,32471494.0,27288610.0,70230188.0,59551337.0,25062343.0,47220162.0
"UT, Morgan",12124,75.04,0.12,0.27,0.12,1.86,0.75,1.05,63029887.0,18770741.0,3336646.0,34866320.0,46640422.0,23136472.0,70247183.0
"UT, Piute",1479,95.94,0.14,0.41,0.34,7.37,1.42,6.49,97348.01,69127.99,29092.02,131245.98,73935.02,23840.97,65401.01
"UT, Rich",2483,85.82,0.0,0.08,0.64,3.87,1.13,3.34,475966.01,231813.01,65973.02,490765.0,469188.0,152282.0,352660.01
"UT, Salt Lake",1160437,65.66,1.26,2.88,0.57,15.17,2.78,2.46,45489025949066.0,13563904492748.0,14351269712130.0,35354812737247.0,36958360725789.0,14017444096522.0,55584187357468.01
"UT, San Juan",15308,42.29,0.14,0.23,47.74,4.24,2.21,3.0,122041652.0,38923039.0,54107963.0,115574022.0,81759416.0,41641281.0,65660604.0
"UT, Sanpete",30939,77.92,0.68,0.47,0.78,8.47,1.58,2.76,887918980.0,340292183.0,288889509.0,856617684.0,883132716.0,313298524.0,619609475.0
"UT, Sevier",21620,89.38,0.16,0.27,0.91,4.31,1.48,3.66,320653138.0,146537549.0,94513127.0,330983174.0,284474447.0,113958155.0,186595734.0
"UT, Summit",42145,73.58,0.26,1.04,0.21,9.94,1.42,2.03,2075135510.0,570338170.0,381350297.0,1198935903.0,1371049761.0,415986322.0,4118477253.0
"UT, Tooele",72259,68.05,0.51,0.49,0.64,9.22,2.24,2.02,13619925488.0,2837288655.0,3293636034.0,11049448856.0,10394167391.0,3847100231.0,9145217545.0
"UT, Uintah",35734,75.56,0.27,0.44,6.65,6.52,2.12,2.41,1520427027.0,419850916.0,651100995.0,1593466966.0,1302201633.0,296628291.0,719543755.0
"UT, Utah",3842193,69.14,0.74,1.59,0.77,10.78,2.33,2.08,867866437177557.9,248555290786719.9,212465263248930.8,628578774743624.8,708425444040581.0,267224035720751.62,937060306913902.5
"UT, Wasatch",34091,58.13,0.14,0.49,0.15,9.34,0.96,1.54,1343499037.0,339593746.0,214192730.0,864209236.0,993910150.0,310074009.0,1579657281.0
"UT, Washington",177556,66.62,0.36,0.54,0.82,7.6,1.78,4.02,168935936738.0,96558241137.0,39704012711.0,130905962834.0,162337517215.0,69767332985.0,157050584901.0
"UT, Wayne",2711,95.76,0.07,0.7,0.3,4.28,1.7,6.31,601191.0,305015.01,232251.01,490202.99,579883.0,225637.0,465235.01
"UT, Weber",260213,69.42,1.06,1.07,0.49,14.88,2.65,2.7,528049486282.0,178133586661.0,164848726803.0,521237778690.0,485926593560.0,158599019442.0,431311059458.0
"VA, Accomack",32316,62.71,28.63,0.55,0.3,8.82,1.67,5.97,704709841.0,644974362.0,625967706.0,1239403591.0,576988930.0,275492607.0,656984280.0
"VA, Albemarle",109330,70.55,8.68,4.2,0.14,4.95,2.18,5.04,28109984989.0,18647951261.0,10372855398.0,20592712208.0,20977600820.0,6686535336.0,72054173746.0
"VA, Alexandria",159428,46.97,18.68,5.24,0.21,14.13,3.28,4.18,69414611618.0,37078739118.0,28286898716.0,47021981290.0,53020461385.0,21210726793.0,255682658189.0
"VA, Alleghany",14860,101.21,5.05,0.25,0.17,1.18,1.48,7.87,69668584.0,66753795.0,45952618.0,132381350.0,67305844.0,33167074.0,49331039.0
"VA, Amelia",13145,70.24,22.25,0.21,0.3,2.21,1.36,4.73,50506771.0,35767808.0,36631697.0,92667781.0,45150315.0,13771491.0,38929838.0
"VA, Amherst",31605,77.49,19.31,0.48,0.94,1.98,2.18,5.55,677138073.0,519914892.0,453489715.0,1135921942.0,625596007.0,339118490.0,602821760.0
"VA, Appomattox",15911,72.17,18.84,0.22,0.18,1.05,1.56,3.67,89466757.0,70125346.0,56783813.0,136478512.0,86327517.0,39138514.0,84049062.0
"VA, Arlington",236842,56.14,7.21,8.34,0.17,13.25,3.28,3.61,208715049080.0,115581960735.0,75222231831.0,103583426594.0,102955172400.0,46395457801.0,1000382767754.0
"VA, Augusta",75558,90.01,3.81,0.48,0.19,2.02,1.21,4.65,9213773727.0,6923318338.0,5449251271.0,16713701609.0,8121639506.0,3046328554.0,9804656177.0
"VA, Bath",4147,105.21,5.14,0.17,0.12,2.44,0.92,6.41,1212417.0,1585604.99,691346.01,3057749.0,1676757.01,572700.99,1133334.0
"VA, Bedford",78997,78.53,4.95,0.89,0.22,1.38,1.0,4.35,10988318386.0,8000978104.0,4917534811.0,14903000502.0,10758666998.0,4320315911.0,14398765811.0
"VA, Bland",6280,103.41,3.63,0.29,0.02,0.62,0.78,5.72,4428907.01,4302742.01,2831652.01,10506377.01,5280789.0,2638416.0,3510017.99
"VA, Botetourt",33419,93.4,2.95,0.52,0.23,1.07,1.04,4.67,837175359.0,611017289.0,270272821.0,1205840733.0,772176072.0,426963818.0,1057191016.0
"VA, Bristol",16762,96.04,5.97,0.72,0.29,1.32,2.04,7.92,97859908.0,89290504.0,72095541.0,139723674.0,102411630.0,37143586.0,119578599.0
"VA, Brunswick",16231,42.78,61.27,0.29,0.22,1.84,1.01,6.16,82563851.0,70682434.0,91889696.0,155432763.0,98765635.0,23499404.0,58037024.0
"VA, Buchanan",21004,110.48,2.92,0.25,0.09,0.45,0.54,5.49,173555422.0,148717772.0,277185797.0,325008545.0,156791079.0,58675304.0,108968542.0
"VA, Buckingham",17148,61.2,34.87,0.37,0.26,1.68,1.61,4.61,96978971.0,72102024.0,101683867.0,215717896.0,93332791.0,30552249.0,62927501.0
"VA, Buena Vista",6478,92.34,5.33,0.45,1.1,1.59,1.71,4.37,5820483.0,4364293.01,5136470.99,10956954.0,5329515.0,1430990.0,4330737.0
"VA, Campbell",54885,81.25,14.1,0.99,0.26,1.67,1.69,6.38,3630801368.0,2618948643.0,2123715799.0,5316218729.0,4001322319.0,1380264994.0,3711834130.0
"VA, Caroline",30725,59.06,27.0,0.55,0.62,3.12,2.72,3.53,695558080.0,380536806.0,433024631.0,1093936894.0,579348449.0,217220220.0,576988462.0
"VA, Carroll",29791,96.74,0.59,0.17,0.16,2.6,0.62,6.27,547323529.0,513687107.0,507740823.0,951137555.0,511291017.0,276723535.0,397157823.0
"VA, Charles City",6963,42.21,50.42,0.34,7.11,1.26,2.74,5.85,6050708.0,5648316.0,6845882.0,12935374.01,6472525.99,2535646.0,4964689.0
"VA, Charlotte",11880,70.56,31.47,0.22,0.26,2.02,1.45,7.24,38642551.0,31317700.0,28156313.0,67772786.0,37499458.0,16018754.0,18220475.0
"VA, Charlottesville",47266,60.99,17.65,5.84,0.14,4.7,2.77,3.68,1572341775.0,975620342.0,936747366.0,1744142342.0,1670864444.0,405931279.0,5801892047.0
"VA, Chesapeake",244835,54.83,26.63,2.57,0.29,3.96,2.77,2.89,379974151084.0,152929584447.0,115272651580.0,352825433586.0,369118260221.0,143782103247.0,486638820282.0
"VA, Chesterfield",352802,58.61,19.33,2.9,0.24,6.48,2.37,3.33,1145689669915.0,456690130228.0,336664430798.0,1034737780379.0,882088688162.0,360587419327.0,1777221757520.0
"VA, Clarke",14619,84.73,5.08,0.83,0.24,3.35,1.86,4.53,71701371.0,50928356.0,34108905.0,92517365.0,56228475.0,29086693.0,100510303.0
"VA, Colonial Heights",17370,80.71,9.97,3.28,0.36,3.88,2.25,5.71,117035933.0,102885463.0,44684325.0,164465934.0,127746970.0,53645334.0,133570089.0
"VA, Covington",5538,89.47,13.38,0.6,0.33,1.66,2.09,6.59,3609779.0,3180418.0,2153008.0,7544694.01,3649653.0,987536.01,2646776.0
"VA, Craig",5131,99.45,0.1,0.16,0.12,0.7,0.72,4.76,2893371.0,2306281.99,1237392.01,5067991.0,2395767.0,1613852.99,3193483.01
"VA, Culpeper",52605,63.65,13.71,1.13,0.25,7.9,2.46,3.05,3767383352.0,1776044223.0,2022609119.0,4540285997.0,3109599385.0,1136247484.0,3748565492.0
"VA, Cumberland",9932,63.96,32.75,0.35,0.36,1.82,1.95,5.99,22293665.0,15763375.0,16157974.0,37366568.0,21810374.0,8049389.0,14579679.0
"VA, Danville",40044,50.21,51.76,0.98,0.16,3.11,1.44,7.19,1381113556.0,1225090919.0,1171212518.0,2025568878.0,1521581901.0,573579845.0,1129360532.0
"VA, Dickenson",14318,109.3,0.36,0.12,0.16,0.6,0.5,5.6,61337596.0,49160280.0,66339589.0,113101318.0,58344418.0,24211165.0,31509336.0
"VA, Dinwiddie",28544,61.72,32.0,0.43,0.29,2.36,1.43,4.45,529756945.0,317675025.0,391736714.0,837410171.0,455206296.0,207600797.0,433696680.0
"VA, Emporia",5346,34.57,68.93,0.8,0.15,4.9,1.7,7.22,3935404.0,2583615.0,3146602.0,5158623.01,3632500.0,1226052.0,2112044.0
"VA, Essex",10953,56.96,38.56,0.79,0.42,3.19,2.15,5.3,28876380.0,22806008.0,23237885.0,49558820.0,29392156.0,6382313.0,22841934.0
"VA, Fairfax",1171551,51.6,8.29,16.4,0.16,14.68,3.83,2.67,35937439649237.82,14549569123722.0,11131382605190.17,18938223130891.28,18634080849441.16,8200367853399.9,91108346906843.16
"VA, Falls Church",14617,62.21,3.58,7.87,0.16,7.59,3.35,3.58,77172790.0,32732140.0,3482646.0,22690408.0,30617061.0,13310825.0,242222546.0
"VA, Fauquier",71222,74.99,7.35,1.16,0.26,5.87,2.19,3.56,9111356389.0,4591693023.0,2713319606.0,9596294167.0,7561685322.0,3114053038.0,13143037236.0
"VA, Floyd",15749,91.34,1.71,0.22,0.12,2.62,1.05,6.67,85595500.0,68679814.0,50672722.0,139393454.0,78204179.0,36063635.0,86290031.0
"VA, Fluvanna",27270,74.51,14.35,0.5,0.16,2.79,2.0,4.03,467237090.0,317539788.0,180856276.0,489100540.0,496239553.0,173642816.0,688176448.0
"VA, Franklin",64009,81.87,14.7,0.49,0.22,2.44,1.33,5.61,3205282648.57,2711830224.56,1831673221.16,5381249832.0,3273995060.5,1561163354.75,3368595896.33
"VA, Frederick",89313,75.68,3.43,1.07,0.2,5.79,1.77,3.54,17903157033.0,9055277162.0,7706398106.0,23068142113.0,14008877126.0,6330398264.0,20130282971.0
"VA, Fredericksburg",29036,50.83,18.48,2.31,0.2,8.98,3.27,3.83,481741212.0,243315582.0,241039160.0,580888409.0,504926168.0,119971526.0,1001168539.0
"VA, Galax",6347,86.67,6.41,0.58,0.11,15.58,2.27,7.7,5607574.0,5168489.0,6223932.0,7766824.0,5885573.0,1921553.99,3774624.0
"VA, Giles",16720,99.16,1.55,0.32,0.11,1.25,0.98,6.01,101255986.0,84286858.0,51746226.0,180986142.0,115821112.0,34190059.0,84706195.0
"VA, Gloucester",37348,84.57,8.44,0.76,0.35,2.5,2.31,4.05,1150212332.0,764808983.0,543303223.0,1687378158.0,1297371295.0,468119459.0,1213260611.0
"VA, Goochland",23753,69.81,17.48,0.92,0.21,1.92,1.11,4.16,271495365.0,199841352.0,115436255.0,319509204.0,249096523.0,95914852.0,560199066.0
"VA, Grayson",15550,94.06,2.04,0.1,0.19,2.68,0.88,6.34,71404356.0,78875976.0,70485351.0,139979545.0,74934517.0,38906100.0,51673272.0
"VA, Greene",19819,79.65,5.85,1.25,0.19,3.94,2.06,3.1,194236110.0,99180222.0,108450163.0,222517030.0,168861646.0,52555628.0,226091585.0
"VA, Greensville",11336,40.83,64.34,0.31,0.2,1.53,0.91,4.9,23863414.0,18286215.0,32370401.0,60127391.0,30442828.0,9406613.0,13338844.0
"VA, Halifax",33911,64.3,39.0,0.39,0.29,1.73,1.16,7.68,859132133.0,755406184.0,723322308.0,1402141176.0,797494482.0,375115682.0,601541803.0
"VA, Hampton",134510,41.84,49.72,2.19,0.37,4.64,3.81,4.52,55389726284.0,29837067384.0,20832210693.0,70719875372.0,62284946967.0,24063610333.0,65465684760.0
"VA, Hanover",107766,79.24,8.54,1.24,0.3,1.96,1.39,3.85,31326284086.0,16420343138.0,8599804392.0,31899991474.0,24710067030.0,10175758211.0,49768539382.0
"VA, Harrisonburg",53016,66.76,5.49,3.22,0.13,14.46,2.82,3.28,2238157386.0,1229398627.0,2402864314.0,3812709259.0,2276944952.0,1003137473.0,5405530976.0
"VA, Henrico",330818,52.84,27.04,6.03,0.26,4.53,2.18,4.55,877242608753.0,447491461247.0,299210460643.0,768458703586.0,708693219643.0,261365920212.0,1582751109673.0
"VA, Henry",50557,76.62,23.31,0.47,0.15,5.03,1.67,6.71,2650326860.0,2543230451.0,2574413503.0,4425987286.0,2709115046.0,1413473617.0,1799431316.0
"VA, Highland",2190,104.29,0.27,0.18,0.18,0.82,0.23,8.77,156825.98,261857.99,120384.02,406705.02,245083.01,41720.0,236454.02
"VA, Hopewell",22529,53.29,36.47,0.77,0.35,6.57,3.2,4.97,287124445.0,170031319.0,213528736.0,419494936.0,255097669.0,86030816.0,169320529.0
"VA, Isle of Wight",37109,67.29,23.33,0.74,0.28,1.77,1.69,5.04,1163630624.0,748166424.0,618583280.0,1428029651.0,1146830637.0,534994887.0,1381759924.0
"VA, James City",76523,68.02,11.32,1.94,0.23,3.95,2.26,4.61,9620444012.0,9275538781.0,2200012528.0,7965603528.0,8223842635.0,3838457194.0,22582189826.0
"VA, King George",26836,65.59,15.56,1.0,0.38,2.94,2.57,2.1,535951149.0,196390678.0,130422960.0,512833813.0,426341117.0,167871793.0,695252865.0
"VA, King William",17148,70.6,16.36,0.69,1.3,1.89,2.15,2.93,124502368.0,62310002.0,39991365.0,172874304.0,133353480.0,52076933.0,105947546.0
"VA, King and Queen",7025,64.73,28.04,0.24,1.55,2.62,1.77,7.06,7195286.01,6005953.99,4115807.0,12865726.01,6765988.0,2729072.0,8192204.0
"VA, Lancaster",10603,74.74,29.86,0.61,0.15,1.11,1.0,9.37,19156970.0,37189704.0,11467251.0,36582683.0,25059236.0,8532976.0,37571943.0
"VA, Lee",23423,102.01,3.88,0.23,0.41,1.73,1.0,6.3,259944238.0,206122868.0,298897390.0,442859832.0,305481126.0,93981508.0,143797779.0
"VA, Lexington",7446,77.99,8.97,2.05,0.11,3.64,1.72,7.36,4185918.0,6309368.0,3531712.01,9031626.0,7529172.0,1901708.0,19283055.0
"VA, Loudoun",413538,47.12,5.3,11.07,0.13,9.33,3.04,1.69,2161219550359.0,462506490234.0,432784314914.0,875042785407.0,998719876273.0,427260572057.0,4338257867949.0
"VA, Louisa",37591,68.0,15.51,0.42,0.28,2.03,2.03,4.12,1175543872.0,768575812.0,784685059.0,1737244759.0,1105172393.0,406968060.0,1277992504.0
"VA, Lunenburg",12196,63.38,36.5,0.2,0.3,3.85,1.76,5.03,35028863.0,31206149.0,40279485.0,73211003.0,33392648.0,13996617.0,20511599.0
"VA, Lynchburg",82168,57.9,26.75,2.25,0.24,2.8,2.02,4.2,10845738866.0,7750139169.0,6269517002.0,14000076358.0,10989546835.0,4482374505.0,19734868666.0
"VA, Madison",13261,85.92,9.74,0.56,0.17,1.78,2.25,4.44,52052873.0,40833271.0,32497804.0,84603456.0,48236755.0,13329692.0,54514778.0
"VA, Manassas",41085,43.8,11.94,4.53,0.24,28.91,3.96,2.4,1970882372.0,477866209.0,1198294970.0,1787399227.0,1276279641.0,619318988.0,2053761910.0
"VA, Manassas Park",17478,34.73,10.21,7.21,0.18,26.58,4.43,1.46,151854282.0,30181535.0,92132830.0,141193052.0,92316174.0,59507521.0,148799477.0
"VA, Martinsville",12554,53.43,49.31,1.01,0.14,4.4,2.13,5.31,42300577.0,37935050.0,34010669.0,56437637.0,43025571.0,22836605.0,41559891.0
"VA, Mathews",8834,88.69,9.3,0.34,0.2,1.18,1.96,8.56,12548785.0,17590084.0,6539721.99,21242324.99,16872145.0,5072571.0,19221106.0
"VA, Mecklenburg",30587,62.82,39.1,0.7,0.24,2.64,1.57,6.72,557409230.0,593241594.0,516805905.0,909368639.0,606713638.0,251479891.0,577243370.0
"VA, Middlesex",10582,81.31,18.48,0.35,0.33,1.57,1.58,8.62,19047600.0,29842298.0,15329932.0,38677422.0,28084311.0,10929090.0,25475107.0
"VA, Montgomery",98535,82.3,3.68,5.16,0.16,2.57,2.0,2.97,15316177924.0,9356704266.0,6499302582.0,22353367305.0,17128876066.0,6188609902.0,43498917213.0
"VA, Nelson",14930,82.27,13.0,0.44,0.29,3.07,1.69,4.78,64062838.0,66202755.0,47434103.0,117136600.0,49261983.0,17877033.0,101065052.0
"VA, New Kent",23091,64.11,10.71,0.69,0.8,1.69,1.87,3.5,273955319.0,148707887.0,90056516.0,424422740.0,291283960.0,94641927.0,330793815.0
"VA, Newport News",179225,46.4,40.02,2.71,0.38,7.58,4.3,3.81,139895995042.0,61198073511.0,51902083186.0,163855497396.0,147669422393.0,61005343907.0,151267041663.0
"VA, Norfolk",242742,44.27,42.21,3.24,0.39,6.65,3.64,3.58,298077213868.0,134304740405.0,172110173252.0,365745165652.0,359346054451.0,120769970808.0,412353794910.0
"VA, Northampton",11710,57.69,38.35,0.69,0.22,7.46,1.51,8.0,31565944.0,36049938.0,28096740.0,56152378.0,28850864.0,11120753.0,36337886.0
"VA, Northumberland",12095,71.42,25.68,0.3,0.17,3.16,1.24,9.18,28994497.0,53278475.0,15843120.0,57828009.0,36133329.0,16047888.0,51098714.0
"VA, Norton",3981,87.36,6.28,1.41,0.13,1.71,2.39,8.41,1377227.0,923950.01,1007949.01,1513536.0,1670428.01,681468.0,1435866.99
"VA, Nottoway",15232,57.77,40.57,0.33,0.28,4.0,1.35,5.95,72736303.0,60253984.0,71761912.0,133199118.0,70114572.0,26124708.0,52203110.0
"VA, Orange",37051,72.96,11.35,0.65,0.22,3.07,2.21,4.35,1163702625.0,921133062.0,576154165.0,1764704302.0,1086140802.0,381906517.0,1277505883.0
"VA, Page",23902,95.69,1.91,0.3,0.15,1.56,1.14,5.18,294965021.0,241262247.0,236920448.0,621409215.0,243947397.0,76040867.0,187216956.0
"VA, Patrick",17608,94.73,6.16,0.24,0.28,2.52,1.19,7.78,105321196.0,117319815.0,108080545.0,189714579.0,111614999.0,53358227.0,83122086.0
"VA, Petersburg",31346,15.64,81.09,0.84,0.28,3.88,1.84,5.65,637197726.0,461022549.0,528918298.0,1100676861.0,663137795.0,177452527.0,609685656.0
"VA, Pittsylvania",60354,78.29,23.14,0.29,0.21,2.21,1.15,5.64,4667270179.0,3779203317.0,3812350941.0,7699739407.0,5110575138.0,2166257152.0,3195293456.0
"VA, Poquoson",12271,92.89,0.64,2.11,0.28,1.8,1.43,3.52,45158139.0,28745186.0,9411121.0,47853464.0,33834706.0,15660005.0,78014232.0
"VA, Portsmouth",94398,40.81,53.31,1.05,0.4,3.09,2.64,4.57,19961491702.0,11111995435.0,9882279297.0,25291149919.0,23026869460.0,7503047562.0,18414545421.0
"VA, Powhatan",29652,78.35,12.81,0.44,0.25,1.69,1.13,2.83,602016253.0,316790700.0,264299840.0,781997073.0,581881656.0,216732991.0,762126082.0
"VA, Prince Edward",22802,63.78,33.63,0.89,0.26,2.3,1.6,5.04,205788734.0,164922078.0,166377985.0,404766511.0,240208125.0,56984478.0,317210023.0
"VA, Prince George",38353,54.29,29.07,1.36,0.48,5.37,2.65,2.85,1271638588.0,586174596.0,531013777.0,1905913215.0,1340920214.0,534838338.0,1329005855.0
"VA, Prince William",470335,41.6,16.69,6.38,0.21,17.32,4.36,1.7,3006909294554.0,704392843338.0,1199007486115.0,2083137528061.0,2030842296349.0,814513675012.0,4277037410627.0
"VA, Pulaski",34027,93.96,5.13,0.53,0.18,1.27,1.47,5.32,768224517.0,704080559.0,494859425.0,1307776704.0,863746132.0,483628473.0,789760545.0
"VA, Radford",18249,77.13,6.92,1.38,0.16,2.11,2.22,3.14,79426765.0,51186073.0,53717026.0,144599966.0,121987448.0,56547811.0,230853682.0
"VA, Rappahannock",7370,90.27,4.31,0.53,0.2,3.09,1.64,5.43,7952009.0,7647849.0,4644131.99,11058906.0,7473991.0,2542060.0,14312540.0
"VA, Richmond",239459,35.73,43.87,1.97,0.22,5.56,2.0,4.8,219137169943.28,130468699498.1,171946498838.85,256788060513.34,216597591676.1,65464247807.28,466731398948.12
"VA, Roanoke",193329,73.41,16.47,2.14,0.17,3.77,2.16,5.35,19740665971.35,14139888658.68,10022380736.93,27221111669.15,17859682831.42,9395093019.32,26182114100.74
"VA, Rockbridge",22573,92.65,2.59,0.46,0.44,1.31,1.4,6.36,219917678.0,238210160.0,151639094.0,387250650.0,209726872.0,94774546.0,306743368.0
"VA, Rockingham",81948,84.98,1.48,0.55,0.1,4.97,1.32,4.38,13031378335.0,8628713841.0,8822119315.0,19327807844.0,8707284763.0,3674708119.0,14500052850.0
"VA, Russell",26586,105.85,0.85,0.2,0.15,1.03,0.63,6.47,383942251.0,308171619.0,371007364.0,714166159.0,385850594.0,179106958.0,229078801.0
